longitude,latitude
38.8333,19.8167
117.55,0.2333
104.575,1.4167
88.4367,17.6017
104.7,1.3667
101.44,1.7133
98.7667,3.7833
70.105,22.83
112.65,7.0833
103.9167,3.6667
98.75,3.9333
91.6367,21.7483
70.0833,22.8167
104.405,1.3533
88.0167,21.6667
98.7667,3.9
46.9833,-5.6667
103.3,1.3333
116.6333,-1.7167
107.0185,10.6545
48.6117,-7.33
114.4333,-3.6667
104.7,1.3833
98.7667,3.9
70.9167,22.65
69.8833,22.6333
101.45,1.6767
98.7507,3.9195
106.9167,-5.9833
101.4833,1.7
39.6667,-4.0667
103.6333,1.1
104.7,1.4167
103.6,1.1
103.5833,1.1
107.0833,20.5833
