longitude,latitude
40.71166666666704,-14.371111111111
104.54999999999995,1.4
118.08249999999998,5.809444444444445
103.698314581977,1.0705059085478068
82.28201866149902,16.977420218514
91.73333333333336,22.23333333333333
103.18888888889,5.6416666666667
104.98333333332994,2.05
117.55138888888882,-0.2175
107.27499999999998,20.90833333333333
71.48333333333335,20.716666666666665
50.04999999999996,13.5
103.54999999999995,1.1833333333333
117.59388888888998,-0.23638888888889
104.20194444443996,1.2669444444444
70.01666666666699,22.783333333333
54.5,11.833333333333334
103.68472222222226,1.0186111111111111
109.06666666667002,-7.7333333333333
104.63333333333004,1.45
109.06666666667002,-7.85
104.22166666666668,1.271388888888889
104.7166666666667,1.4833333333333334
91.79999999999995,22.05
103.9852777777778,1.1836111111111112
117.58055555556008,-0.27027777777778
105.2833333333333,2.8833333333333333
104.65499999999996,1.4725
47.933333333333394,-1.9166666666666663
104.5913888888889,1.4344444444444444
103.64999999999998,1.0333333333333
48.95083333333298,14.135277777778
107.10916666666662,2.2127777777777777
104.68444444444005,1.4166666666667
91.7555555555556,21.87638888888889
104.64999999999998,1.4666666666666668
104.18166666666662,0.7305555555555554
104.13333333333333,0.7344444444444445
104.03416666666668,1.235
107.26833333333332,20.885555555555555
91.7833333333333,21.23333333333333
117.57166666666672,-0.2283333333333335
109.06666666667002,-7.7666666666667
104.0333333333333,1.2666666666666666
91.5666666666666,21.816666666666663
107.32583333333332,20.952222222222225
101.65305555555553,2.451111111111111
104.7833333333333,1.55
117.60305555555556,-0.2727777777777778
72.20000000000005,21.2
117.71694444444438,-0.2708333333333333
117.58833333333337,-0.2633333333333333
91.70000000000005,22.166666666666668
91.79999999999995,21.8
107.01459121704102,10.650084352195734
91.73333333333336,22.133333333333333
88.97500775655112,22.19795643958337
91.72805555555556,22.11861111111111
103.93444444444448,1.1519444444444444
50.450000000000045,3.466666666666667
106.8844444444444,-6.035833333333334
117.61666666666667,-0.25
114.4666666666667,-3.7
117.6833333333334,-0.2666666666666666
51.41666666666663,13.966666666666663
117.5666666666666,-0.25
104.1339111328125,1.2070335113293154
91.74833333333332,22.22388888888889
91.70027777777771,22.184166666666663
117.60000000000002,-0.25805555555556
117.58527777777772,-0.2424999999999999
117.58333333333326,-0.2333333333333333
104.18333333332998,1.2666666666667
119.61666666666667,4.966666666666667
117.53527777777776,-0.2358333333333333
105.29999999999995,-5.5
104.76888888888892,1.4019444444444444
104.60083333333,1.4511111111111
117.55222222222004,-0.21888888888889
91.7358333333334,22.25
119.10346679687495,4.922044619883305
104.1833333333334,1.1
108.0,-5.533333333333333
103.45000000000005,1.1666666666666667
106.0666666666666,-5.8675
103.56972222221998,1.2155555555556
117.56916666667009,-0.034444444444444
104.25194444444446,2.3083333333333336
91.72666666666667,22.329166666666666
103.54999999999995,1.2
118.0763339996338,5.805818985273232
91.76805555555552,22.035555555555558
117.5894485473633,-0.230140192288644
40.668039957682254,-14.538775285482442
117.55194444443998,-0.23388888888889
106.88444444444008,-6.0338888888889
91.76666666666664,22.016666666666666
112.90138888888998,3.4013888888889
119.15874481194282,5.484084515744302
88.02638888888896,21.685
91.7352777777778,22.101944444444445
91.73388888888894,22.20055555555556
117.68333333332998,-0.26444444444444
105.34933805465994,-5.5287027463946
118.72000000000004,4.6766666666667
118.0666666666666,5.8
117.0666666666666,7.75
117.65062730577006,-0.34387660361995
103.95138888889004,1.2352777777778
104.23333333333336,1.3333333333333333
69.98416666666662,22.80027777777778
70.0333333333333,22.816666666666663
50.883333333333326,0.8166666666666667
117.58333333333326,-0.25
107.26888888888992,20.884444444444
40.65555530124243,-14.503217079152911
105.9889684973823,-5.896354010800719
105.10222222222,0.93472222222222
82.33391879611554,17.01432090680813
106.06888888888886,-5.866944444444444
118.95000000000005,5.633333333333333
118.95000000000005,5.633333333333333
107.2833333333333,20.916666666666668
106.89999999999998,-6.0
105.95079660416002,-6.0107609615064
70.22290805816647,23.03689038864748
98.78333333333308,3.9177777777778
114.4333333333334,-3.6833333333333336
114.44804687499663,-3.7297438223342
83.31722222222197,17.616944444444
48.700000000000045,-1.05
106.89705848693848,-6.097286544768557
101.45000000000005,1.721111111111111
104.9136111111111,1.0
103.5666666666666,1.2166666666666668
114.43416666666997,-3.7166666666667
40.65444444444438,-14.547222222222222
105.95875473022464,-6.0083652646860335
104.38532090927993,1.5734425937205
119.3218231201172,5.180533613810863
106.88394248485564,-6.098694737765717
103.51666666667006,1.2166666666667
105.16888888889002,2.9188888888889
103.90351905822752,1.0682542588345847
106.74468444188004,10.741576385291
39.65304698944101,-4.0720175604445
101.36745929717996,1.7574510209956
106.86666666666667,-6.008472247916499
98.77253417968744,3.878529288247384
104.16861111111108,1.1055555555555556
40.700000000000045,-14.384166666667
106.76999999999998,10.738055555556
103.88416666666672,1.1025
98.7393880208333,3.839712971275101
104.53333333333,1.5833333333333
118.08195054531096,5.807814982684647
104.515,1.5683333333333334
116.73402786254884,-1.1096355991315956
82.43638888888904,17.063055555556
119.11666666666667,5.566666666666666
104.5333333333333,1.6
104.51694444444,1.5683333333333
103.64999999999998,1.0352777777778
104.11666666666667,1.3
101.43416666666668,1.7166666666666668
98.79999999999995,3.9166666666666665
103.70000000000005,1.0833333333333333
103.64499999999998,1.0575
105.93574315388992,-6.017537159163052
103.63333333333333,1.05
103.5675,1.2016666666666669
98.69405815813276,3.788058658855616
40.75355834960942,-14.383295361065548
104.3463888888889,1.3052777777777778
104.22333333333336,1.27
83.35000000000002,17.6025
103.93333333333334,1.1666666666666667
105.28472222222,-5.5008333333333
104.01666666666664,1.25
104.11694444443992,1.2658333333333
104.08333333333326,1.25
103.48333333333336,1.15
104.27083333333331,1.272222222222222
72.28722222222223,21.40333333333333
40.71527777777778,-14.369166666666668
119.07875061035156,5.486818520017563
104.1457986831665,1.0841056485083254
98.75666666666666,3.9469444444444446
104.11805555555556,1.2513888888888889
103.91055555555556,1.074722222222222
91.84277777777778,21.69527777777778
104.16166666666666,1.2583333333333333
104.17444444444445,1.2686111111111111
82.32444444444444,16.980833333333333
71.0525,20.61111111111111
82.40166666666667,17.051388888888887
82.3,16.966666666666665
103.44,1.1847222222222222
98.7713888888889,3.925
103.43333333333334,1.169166666666667
72.33333333333333,21.400277777777777
114.41722222222222,-3.701666666666666
114.46002960205078,-3.6905681987022207
104.47777777777776,1.7083333333333337
104.03333333333332,1.2527777777777778
107.1143388748169,10.413364998907566
104.05,1.2555555555555555
114.4672393798828,-3.708726384180013
104.26916666666666,1.2686111111111111
104.86888888888888,1.6019444444444444
117.58333333333331,-0.2666666666666666
104.08333333333331,1.25
40.65138888888889,-14.50027777777778
103.485,1.2338888888888888
98.70507717132568,3.783603525527392
105.92959969838458,-6.031519530918296
104.16888888888889,1.0841666666666667
105.9984395345052,-5.913471157566866
104.1,1.2166666666666668
117.58563995361328,-0.2351754260652125
107.30222222222224,20.95055555555556
91.81777777777778,22.274166666666662
117.61944444444444,-0.2777777777777778
117.62222222222222,-0.2733333333333333
107.04578603108725,10.39358396722763
100.83555555555556,13.185555555555556
105.98333333333332,-5.900555555555556
117.59166666666668,-0.2527777777777777
40.685833333333335,-14.383888888888889
104.31944444444444,1.291111111111111
108.66916666666668,3.451388888888889
104.20194444444444,1.2666666666666666
103.54611111111112,1.211111111111111
101.45222222222222,1.7022222222222223
101.44166666666666,1.7166666666666668
104.28166666666668,1.2831194444444445
104.81666666666666,1.5169444444444444
104.25166666666668,1.2819444444444446
104.08555555555556,1.25
104.11805555555556,1.2355555555555555
104.15138888888887,1.271111111111111
101.46722222222222,1.7013888888888888
40.70027777777778,-14.369166666666668
104.22722222222222,1.2825
104.06666666666666,1.25
104.24916666666668,1.2827777777777778
107.30166666666666,20.93861111111111
101.44111111111113,1.7152777777777777
89.62694444444445,22.366666666666667
104.26388888888889,1.267777777777778
91.70138888888889,21.66888888888889
101.38305555555556,1.7519444444444443
