Latitude,Longitude
18.5,72.44444444444444
18.5,72.33333333333333
18.400000000000006,72.33333333333333
18.30000000000001,72.33333333333333
18.200000000000003,72.33333333333333
18.10000000000001,72.33333333333333
18.0,72.33333333333333
17.900000000000006,72.33333333333333
17.80000000000001,72.33333333333333
17.700000000000003,72.33333333333333
17.60000000000001,72.33333333333333
17.5,72.33333333333333
17.400000000000006,72.33333333333333
17.30000000000001,72.33333333333333
17.200000000000003,72.33333333333333
17.10000000000001,72.33333333333333
17.0,72.33333333333333
16.900000000000006,72.33333333333333
16.80000000000001,72.33333333333333
16.700000000000003,72.33333333333333
16.60000000000001,72.33333333333333
16.5,72.33333333333333
16.400000000000006,72.33333333333333
16.299999999999997,72.33333333333333
16.200000000000003,72.33333333333333
16.10000000000001,72.33333333333333
16.0,72.33333333333333
15.900000000000006,72.33333333333333
15.799999999999997,72.33333333333333
15.700000000000003,72.33333333333333
15.600000000000009,72.33333333333333
15.5,72.33333333333333
15.400000000000006,72.33333333333333
15.299999999999997,72.33333333333333
15.200000000000003,72.33333333333333
15.100000000000009,72.33333333333333
15.0,72.33333333333333
14.900000000000006,72.33333333333333
14.799999999999997,72.33333333333333
14.700000000000003,72.33333333333333
14.600000000000009,72.33333333333333
14.5,72.33333333333333
14.400000000000006,72.33333333333333
14.299999999999997,72.33333333333333
14.200000000000003,72.33333333333333
14.100000000000009,72.33333333333333
14.0,72.33333333333333
13.900000000000006,72.33333333333333
13.799999999999997,72.33333333333333
13.700000000000003,72.33333333333333
13.600000000000009,72.33333333333333
13.5,72.33333333333333
13.400000000000006,72.33333333333333
13.299999999999997,72.33333333333333
13.200000000000003,72.33333333333333
13.100000000000009,72.33333333333333
13.0,72.33333333333333
12.900000000000006,72.33333333333333
12.799999999999997,72.33333333333333
12.700000000000003,72.33333333333333
12.600000000000009,72.33333333333333
12.5,72.33333333333333
12.400000000000006,72.33333333333333
12.299999999999997,72.33333333333333
12.200000000000003,72.33333333333333
12.100000000000009,72.33333333333333
12.0,72.33333333333333
11.900000000000006,72.33333333333333
11.799999999999997,72.33333333333333
11.700000000000003,72.33333333333333
11.600000000000009,72.33333333333333
11.5,72.33333333333333
11.400000000000006,72.33333333333333
11.299999999999997,72.33333333333333
11.200000000000003,72.33333333333333
11.100000000000009,72.33333333333333
11.0,72.33333333333333
10.900000000000006,72.33333333333333
10.799999999999997,72.33333333333333
10.700000000000003,72.33333333333333
10.600000000000009,72.33333333333333
10.5,72.33333333333333
10.5,72.22222222222223
10.5,72.11111111111111
10.5,72.0
10.5,71.88888888888889
10.5,71.77777777777777
10.5,71.66666666666666
10.400000000000006,71.66666666666666
10.299999999999997,71.66666666666666
10.200000000000003,71.66666666666666
10.100000000000009,71.66666666666666
10.0,71.66666666666666
9.900000000000006,71.66666666666666
9.799999999999997,71.66666666666666
9.700000000000003,71.66666666666666
9.600000000000009,71.66666666666666
9.5,71.66666666666666
9.400000000000006,71.66666666666666
9.299999999999997,71.66666666666666
9.200000000000003,71.66666666666666
9.100000000000009,71.66666666666666
9.0,71.66666666666666
8.900000000000006,71.66666666666666
8.799999999999997,71.66666666666666
8.700000000000003,71.66666666666666
8.600000000000009,71.66666666666666
8.5,71.66666666666666
8.400000000000006,71.66666666666666
8.299999999999997,71.66666666666666
8.200000000000003,71.66666666666666
8.100000000000009,71.66666666666666
8.0,71.66666666666666
8.0,71.55555555555554
8.0,71.44444444444444
8.0,71.33333333333333
8.0,71.22222222222223
8.0,71.11111111111111
8.0,71.0
8.0,70.88888888888889
8.0,70.77777777777777
8.0,70.66666666666666
8.0,70.55555555555554
8.0,70.44444444444444
8.0,70.33333333333333
8.0,70.22222222222223
8.0,70.11111111111111
8.0,70.0
8.0,69.88888888888889
7.900000000000006,69.88888888888889
7.799999999999997,69.88888888888889
7.700000000000003,69.88888888888889
7.6000000000000085,69.88888888888889
7.5,69.88888888888889
7.400000000000006,69.88888888888889
7.299999999999997,69.88888888888889
7.200000000000003,69.88888888888889
7.1000000000000085,69.88888888888889
7.0,69.88888888888889
6.900000000000006,69.88888888888889
6.799999999999997,69.88888888888889
6.700000000000003,69.88888888888889
6.6000000000000085,69.88888888888889
6.5,69.88888888888889
6.400000000000006,69.88888888888889
6.299999999999997,69.88888888888889
6.200000000000003,69.88888888888889
6.1000000000000085,69.88888888888889
6.0,69.88888888888889
5.900000000000006,69.88888888888889
5.799999999999997,69.88888888888889
5.700000000000003,69.88888888888889
5.6000000000000085,69.88888888888889
5.5,69.88888888888889
5.400000000000006,69.88888888888889
5.299999999999997,69.88888888888889
5.200000000000003,69.88888888888889
5.1000000000000085,69.88888888888889
5.0,69.88888888888889
4.900000000000006,69.88888888888889
4.799999999999997,69.88888888888889
4.700000000000003,69.88888888888889
4.6000000000000085,69.88888888888889
4.5,69.88888888888889
4.400000000000006,69.88888888888889
4.299999999999997,69.88888888888889
4.200000000000003,69.88888888888889
4.1000000000000085,69.88888888888889
4.0,69.88888888888889
3.9000000000000057,69.88888888888889
3.8000000000000043,69.88888888888889
3.700000000000003,69.88888888888889
3.6000000000000014,69.88888888888889
3.5,69.88888888888889
3.4000000000000057,69.88888888888889
3.3000000000000043,69.88888888888889
3.200000000000003,69.88888888888889
3.1000000000000014,69.88888888888889
3.0,69.88888888888889
2.9000000000000057,69.88888888888889
2.8000000000000043,69.88888888888889
2.700000000000003,69.88888888888889
2.6000000000000014,69.88888888888889
2.5,69.88888888888889
2.4000000000000057,69.88888888888889
2.3000000000000043,69.88888888888889
2.200000000000003,69.88888888888889
2.1000000000000014,69.88888888888889
2.0,69.88888888888889
1.9000000000000057,69.88888888888889
1.8000000000000043,69.88888888888889
1.7000000000000028,69.88888888888889
1.6000000000000014,69.88888888888889
1.5,69.88888888888889
1.4000000000000057,69.88888888888889
